index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
1089,sub037,AI,Women Drivers,clarity_ai_wd_05_1,1,5.0,2.75,2.0,4.75
1206,sub037,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,2.75,2.0,4.75
1323,sub037,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,2.75,2.0,4.75
1440,sub037,AI,Young Drivers,clarity_ai_yd_03_1,1,5.0,2.75,2.0,4.75
1557,sub037,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,2.75,2.0,4.75
1674,sub037,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,2.75,2.0,4.75
1791,sub037,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,2.75,2.0,4.75
1908,sub037,Human,Migrant Workers,clarity_hum_mw_02_1,3,5.0,2.75,2.0,4.75
2025,sub037,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,2.75,2.0,4.75
2142,sub037,Human,Migrant Workers,clarity_hum_mw_04_1,2,5.0,2.75,2.0,4.75
2259,sub037,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,2.75,2.0,4.75
2376,sub037,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,2.75,2.0,4.75
2493,sub037,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,2.75,2.0,4.75
2610,sub037,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,2.75,2.0,4.75
2727,sub037,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,2.75,2.0,4.75
2844,sub037,Human,Women Drivers,clarity_hum_wd_05_1,2,5.0,2.75,2.0,4.75
2961,sub037,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,2.75,2.0,4.75
3078,sub037,Human,Young Drivers,clarity_hum_yd_02_1,4,5.0,2.75,2.0,4.75
3195,sub037,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,2.75,2.0,4.75
3312,sub037,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,2.75,2.0,4.75
3429,sub037,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,2.75,2.0,4.75
37,sub038,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,5.0,2.75,1.8,5.0
154,sub038,AI,Migrant Workers,clarity_ai_mw_02_1,2,5.0,2.75,1.8,5.0
271,sub038,AI,Migrant Workers,clarity_ai_mw_03_1,2,5.0,2.75,1.8,5.0
388,sub038,AI,Migrant Workers,clarity_ai_mw_04_1,3,5.0,2.75,1.8,5.0
505,sub038,AI,Migrant Workers,clarity_ai_mw_05_1,4,5.0,2.75,1.8,5.0
622,sub038,AI,Women Drivers,clarity_ai_wd_01_1,4,5.0,2.75,1.8,5.0
739,sub038,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,2.75,1.8,5.0
856,sub038,AI,Women Drivers,clarity_ai_wd_03_1,4,5.0,2.75,1.8,5.0
973,sub038,AI,Women Drivers,clarity_ai_wd_04_1,3,5.0,2.75,1.8,5.0
1090,sub038,AI,Women Drivers,clarity_ai_wd_05_1,4,5.0,2.75,1.8,5.0
1207,sub038,AI,Young Drivers,clarity_ai_yd_01_1,4,5.0,2.75,1.8,5.0
1324,sub038,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,2.75,1.8,5.0
1441,sub038,AI,Young Drivers,clarity_ai_yd_03_1,4,5.0,2.75,1.8,5.0
1558,sub038,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,2.75,1.8,5.0
1675,sub038,AI,Young Drivers,clarity_ai_yd_05_1,2,5.0,2.75,1.8,5.0
1792,sub038,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,2.75,1.8,5.0
1909,sub038,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,2.75,1.8,5.0
2026,sub038,Human,Migrant Workers,clarity_hum_mw_03_1,4,5.0,2.75,1.8,5.0
2143,sub038,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,2.75,1.8,5.0
2260,sub038,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,2.75,1.8,5.0
2377,sub038,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,2.75,1.8,5.0
2494,sub038,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,2.75,1.8,5.0
2611,sub038,Human,Women Drivers,clarity_hum_wd_03_1,4,5.0,2.75,1.8,5.0
2728,sub038,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,2.75,1.8,5.0
2845,sub038,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,2.75,1.8,5.0
2962,sub038,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,2.75,1.8,5.0
3079,sub038,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,2.75,1.8,5.0
3196,sub038,Human,Young Drivers,clarity_hum_yd_03_1,4,5.0,2.75,1.8,5.0
3313,sub038,Human,Young Drivers,clarity_hum_yd_04_1,4,5.0,2.75,1.8,5.0
3430,sub038,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,2.75,1.8,5.0
38,sub039,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.67,2.5,2.6,1.5
155,sub039,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.67,2.5,2.6,1.5
272,sub039,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.67,2.5,2.6,1.5
389,sub039,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.67,2.5,2.6,1.5
506,sub039,AI,Migrant Workers,clarity_ai_mw_05_1,2,4.67,2.5,2.6,1.5
623,sub039,AI,Women Drivers,clarity_ai_wd_01_1,5,4.67,2.5,2.6,1.5
740,sub039,AI,Women Drivers,clarity_ai_wd_02_1,1,4.67,2.5,2.6,1.5
857,sub039,AI,Women Drivers,clarity_ai_wd_03_1,1,4.67,2.5,2.6,1.5
974,sub039,AI,Women Drivers,clarity_ai_wd_04_1,1,4.67,2.5,2.6,1.5
1091,sub039,AI,Women Drivers,clarity_ai_wd_05_1,5,4.67,2.5,2.6,1.5
1208,sub039,AI,Young Drivers,clarity_ai_yd_01_1,4,4.67,2.5,2.6,1.5
1325,sub039,AI,Young Drivers,clarity_ai_yd_02_1,5,4.67,2.5,2.6,1.5
1442,sub039,AI,Young Drivers,clarity_ai_yd_03_1,3,4.67,2.5,2.6,1.5
1559,sub039,AI,Young Drivers,clarity_ai_yd_04_1,4,4.67,2.5,2.6,1.5
1676,sub039,AI,Young Drivers,clarity_ai_yd_05_1,2,4.67,2.5,2.6,1.5
1793,sub039,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.67,2.5,2.6,1.5
1910,sub039,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.67,2.5,2.6,1.5
2027,sub039,Human,Migrant Workers,clarity_hum_mw_03_1,1,4.67,2.5,2.6,1.5
2144,sub039,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.67,2.5,2.6,1.5
2261,sub039,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.67,2.5,2.6,1.5
2378,sub039,Human,Women Drivers,clarity_hum_wd_01_1,5,4.67,2.5,2.6,1.5
2495,sub039,Human,Women Drivers,clarity_hum_wd_02_1,4,4.67,2.5,2.6,1.5
2612,sub039,Human,Women Drivers,clarity_hum_wd_03_1,5,4.67,2.5,2.6,1.5
2729,sub039,Human,Women Drivers,clarity_hum_wd_04_1,4,4.67,2.5,2.6,1.5
2846,sub039,Human,Women Drivers,clarity_hum_wd_05_1,5,4.67,2.5,2.6,1.5
2963,sub039,Human,Young Drivers,clarity_hum_yd_01_1,5,4.67,2.5,2.6,1.5
3080,sub039,Human,Young Drivers,clarity_hum_yd_02_1,4,4.67,2.5,2.6,1.5
3197,sub039,Human,Young Drivers,clarity_hum_yd_03_1,3,4.67,2.5,2.6,1.5
3314,sub039,Human,Young Drivers,clarity_hum_yd_04_1,5,4.67,2.5,2.6,1.5
3431,sub039,Human,Young Drivers,clarity_hum_yd_05_1,4,4.67,2.5,2.6,1.5
39,sub040,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.83,4.0,2.4,4.0
156,sub040,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.83,4.0,2.4,4.0
273,sub040,AI,Migrant Workers,clarity_ai_mw_03_1,5,3.83,4.0,2.4,4.0
390,sub040,AI,Migrant Workers,clarity_ai_mw_04_1,5,3.83,4.0,2.4,4.0
507,sub040,AI,Migrant Workers,clarity_ai_mw_05_1,5,3.83,4.0,2.4,4.0
624,sub040,AI,Women Drivers,clarity_ai_wd_01_1,5,3.83,4.0,2.4,4.0
741,sub040,AI,Women Drivers,clarity_ai_wd_02_1,5,3.83,4.0,2.4,4.0
858,sub040,AI,Women Drivers,clarity_ai_wd_03_1,5,3.83,4.0,2.4,4.0
975,sub040,AI,Women Drivers,clarity_ai_wd_04_1,5,3.83,4.0,2.4,4.0
1092,sub040,AI,Women Drivers,clarity_ai_wd_05_1,5,3.83,4.0,2.4,4.0
1209,sub040,AI,Young Drivers,clarity_ai_yd_01_1,5,3.83,4.0,2.4,4.0
1326,sub040,AI,Young Drivers,clarity_ai_yd_02_1,5,3.83,4.0,2.4,4.0
1443,sub040,AI,Young Drivers,clarity_ai_yd_03_1,5,3.83,4.0,2.4,4.0
1560,sub040,AI,Young Drivers,clarity_ai_yd_04_1,5,3.83,4.0,2.4,4.0
1677,sub040,AI,Young Drivers,clarity_ai_yd_05_1,5,3.83,4.0,2.4,4.0
1794,sub040,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.83,4.0,2.4,4.0
1911,sub040,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.83,4.0,2.4,4.0
2028,sub040,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.83,4.0,2.4,4.0
2145,sub040,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.83,4.0,2.4,4.0
2262,sub040,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.83,4.0,2.4,4.0
2379,sub040,Human,Women Drivers,clarity_hum_wd_01_1,5,3.83,4.0,2.4,4.0
2496,sub040,Human,Women Drivers,clarity_hum_wd_02_1,5,3.83,4.0,2.4,4.0
2613,sub040,Human,Women Drivers,clarity_hum_wd_03_1,5,3.83,4.0,2.4,4.0
2730,sub040,Human,Women Drivers,clarity_hum_wd_04_1,5,3.83,4.0,2.4,4.0
2847,sub040,Human,Women Drivers,clarity_hum_wd_05_1,5,3.83,4.0,2.4,4.0
2964,sub040,Human,Young Drivers,clarity_hum_yd_01_1,5,3.83,4.0,2.4,4.0
3081,sub040,Human,Young Drivers,clarity_hum_yd_02_1,5,3.83,4.0,2.4,4.0
3198,sub040,Human,Young Drivers,clarity_hum_yd_03_1,5,3.83,4.0,2.4,4.0
3315,sub040,Human,Young Drivers,clarity_hum_yd_04_1,5,3.83,4.0,2.4,4.0
3432,sub040,Human,Young Drivers,clarity_hum_yd_05_1,5,3.83,4.0,2.4,4.0
40,sub041,AI,Migrant Workers,clarity_ai_mw_01_1 ,3,3.5,2.5,3.8,2.75
157,sub041,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.5,2.5,3.8,2.75
274,sub041,AI,Migrant Workers,clarity_ai_mw_03_1,3,3.5,2.5,3.8,2.75
391,sub041,AI,Migrant Workers,clarity_ai_mw_04_1,4,3.5,2.5,3.8,2.75
508,sub041,AI,Migrant Workers,clarity_ai_mw_05_1,4,3.5,2.5,3.8,2.75
625,sub041,AI,Women Drivers,clarity_ai_wd_01_1,1,3.5,2.5,3.8,2.75
742,sub041,AI,Women Drivers,clarity_ai_wd_02_1,3,3.5,2.5,3.8,2.75
859,sub041,AI,Women Drivers,clarity_ai_wd_03_1,4,3.5,2.5,3.8,2.75
976,sub041,AI,Women Drivers,clarity_ai_wd_04_1,2,3.5,2.5,3.8,2.75
1093,sub041,AI,Women Drivers,clarity_ai_wd_05_1,2,3.5,2.5,3.8,2.75
1210,sub041,AI,Young Drivers,clarity_ai_yd_01_1,1,3.5,2.5,3.8,2.75
1327,sub041,AI,Young Drivers,clarity_ai_yd_02_1,3,3.5,2.5,3.8,2.75
1444,sub041,AI,Young Drivers,clarity_ai_yd_03_1,2,3.5,2.5,3.8,2.75
1561,sub041,AI,Young Drivers,clarity_ai_yd_04_1,2,3.5,2.5,3.8,2.75
1678,sub041,AI,Young Drivers,clarity_ai_yd_05_1,3,3.5,2.5,3.8,2.75
1795,sub041,Human,Migrant Workers,clarity_hum_mw_01_1,1,3.5,2.5,3.8,2.75
1912,sub041,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.5,2.5,3.8,2.75
2029,sub041,Human,Migrant Workers,clarity_hum_mw_03_1,4,3.5,2.5,3.8,2.75
2146,sub041,Human,Migrant Workers,clarity_hum_mw_04_1,1,3.5,2.5,3.8,2.75
2263,sub041,Human,Migrant Workers,clarity_hum_mw_05_1,3,3.5,2.5,3.8,2.75
2380,sub041,Human,Women Drivers,clarity_hum_wd_01_1,1,3.5,2.5,3.8,2.75
2497,sub041,Human,Women Drivers,clarity_hum_wd_02_1,3,3.5,2.5,3.8,2.75
2614,sub041,Human,Women Drivers,clarity_hum_wd_03_1,1,3.5,2.5,3.8,2.75
2731,sub041,Human,Women Drivers,clarity_hum_wd_04_1,3,3.5,2.5,3.8,2.75
2848,sub041,Human,Women Drivers,clarity_hum_wd_05_1,4,3.5,2.5,3.8,2.75
2965,sub041,Human,Young Drivers,clarity_hum_yd_01_1,2,3.5,2.5,3.8,2.75
3082,sub041,Human,Young Drivers,clarity_hum_yd_02_1,3,3.5,2.5,3.8,2.75
3199,sub041,Human,Young Drivers,clarity_hum_yd_03_1,4,3.5,2.5,3.8,2.75
3316,sub041,Human,Young Drivers,clarity_hum_yd_04_1,3,3.5,2.5,3.8,2.75
3433,sub041,Human,Young Drivers,clarity_hum_yd_05_1,4,3.5,2.5,3.8,2.75
41,sub042,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.83,4.75,1.4,4.5
158,sub042,AI,Migrant Workers,clarity_ai_mw_02_1,3,4.83,4.75,1.4,4.5
275,sub042,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.83,4.75,1.4,4.5
392,sub042,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.83,4.75,1.4,4.5
509,sub042,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.83,4.75,1.4,4.5
626,sub042,AI,Women Drivers,clarity_ai_wd_01_1,5,4.83,4.75,1.4,4.5
743,sub042,AI,Women Drivers,clarity_ai_wd_02_1,5,4.83,4.75,1.4,4.5
860,sub042,AI,Women Drivers,clarity_ai_wd_03_1,4,4.83,4.75,1.4,4.5
977,sub042,AI,Women Drivers,clarity_ai_wd_04_1,5,4.83,4.75,1.4,4.5
1094,sub042,AI,Women Drivers,clarity_ai_wd_05_1,5,4.83,4.75,1.4,4.5
1211,sub042,AI,Young Drivers,clarity_ai_yd_01_1,5,4.83,4.75,1.4,4.5
1328,sub042,AI,Young Drivers,clarity_ai_yd_02_1,3,4.83,4.75,1.4,4.5
1445,sub042,AI,Young Drivers,clarity_ai_yd_03_1,5,4.83,4.75,1.4,4.5
1562,sub042,AI,Young Drivers,clarity_ai_yd_04_1,3,4.83,4.75,1.4,4.5
1679,sub042,AI,Young Drivers,clarity_ai_yd_05_1,4,4.83,4.75,1.4,4.5
1796,sub042,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.83,4.75,1.4,4.5
1913,sub042,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.83,4.75,1.4,4.5
2030,sub042,Human,Migrant Workers,clarity_hum_mw_03_1,1,4.83,4.75,1.4,4.5
2147,sub042,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.83,4.75,1.4,4.5
2264,sub042,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.83,4.75,1.4,4.5
2381,sub042,Human,Women Drivers,clarity_hum_wd_01_1,5,4.83,4.75,1.4,4.5
2498,sub042,Human,Women Drivers,clarity_hum_wd_02_1,2,4.83,4.75,1.4,4.5
2615,sub042,Human,Women Drivers,clarity_hum_wd_03_1,2,4.83,4.75,1.4,4.5
2732,sub042,Human,Women Drivers,clarity_hum_wd_04_1,3,4.83,4.75,1.4,4.5
2849,sub042,Human,Women Drivers,clarity_hum_wd_05_1,5,4.83,4.75,1.4,4.5
2966,sub042,Human,Young Drivers,clarity_hum_yd_01_1,4,4.83,4.75,1.4,4.5
3083,sub042,Human,Young Drivers,clarity_hum_yd_02_1,5,4.83,4.75,1.4,4.5
3200,sub042,Human,Young Drivers,clarity_hum_yd_03_1,5,4.83,4.75,1.4,4.5
3317,sub042,Human,Young Drivers,clarity_hum_yd_04_1,2,4.83,4.75,1.4,4.5
3434,sub042,Human,Young Drivers,clarity_hum_yd_05_1,4,4.83,4.75,1.4,4.5
42,sub043,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
159,sub043,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
276,sub043,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
393,sub043,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
510,sub043,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
627,sub043,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
744,sub043,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
861,sub043,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
978,sub043,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1095,sub043,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1212,sub043,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1329,sub043,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1446,sub043,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1563,sub043,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1680,sub043,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1797,sub043,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1914,sub043,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2031,sub043,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2148,sub043,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2265,sub043,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2382,sub043,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2499,sub043,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2616,sub043,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2733,sub043,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2850,sub043,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2967,sub043,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3084,sub043,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3201,sub043,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3318,sub043,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3435,sub043,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
43,sub044,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
160,sub044,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
277,sub044,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
394,sub044,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
511,sub044,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
628,sub044,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
745,sub044,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
862,sub044,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
979,sub044,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1096,sub044,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1213,sub044,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1330,sub044,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1447,sub044,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1564,sub044,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1681,sub044,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1798,sub044,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1915,sub044,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2032,sub044,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2149,sub044,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2266,sub044,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2383,sub044,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2500,sub044,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2617,sub044,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2734,sub044,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2851,sub044,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2968,sub044,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3085,sub044,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3202,sub044,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3319,sub044,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3436,sub044,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
44,sub045,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
161,sub045,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
278,sub045,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
395,sub045,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
512,sub045,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
629,sub045,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
746,sub045,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
863,sub045,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
980,sub045,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1097,sub045,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1214,sub045,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1331,sub045,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1448,sub045,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1565,sub045,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1682,sub045,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1799,sub045,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1916,sub045,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2033,sub045,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2150,sub045,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2267,sub045,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2384,sub045,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2501,sub045,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2618,sub045,Human,Women Drivers,clarity_hum_wd_03_1,1,5.0,5.0,1.0,5.0
2735,sub045,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2852,sub045,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2969,sub045,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3086,sub045,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3203,sub045,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3320,sub045,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3437,sub045,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
45,sub046,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,4.5,4.5,1.6,4.25
162,sub046,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.5,4.5,1.6,4.25
279,sub046,AI,Migrant Workers,clarity_ai_mw_03_1,1,4.5,4.5,1.6,4.25
396,sub046,AI,Migrant Workers,clarity_ai_mw_04_1,1,4.5,4.5,1.6,4.25
513,sub046,AI,Migrant Workers,clarity_ai_mw_05_1,2,4.5,4.5,1.6,4.25
630,sub046,AI,Women Drivers,clarity_ai_wd_01_1,1,4.5,4.5,1.6,4.25
747,sub046,AI,Women Drivers,clarity_ai_wd_02_1,5,4.5,4.5,1.6,4.25
864,sub046,AI,Women Drivers,clarity_ai_wd_03_1,2,4.5,4.5,1.6,4.25
981,sub046,AI,Women Drivers,clarity_ai_wd_04_1,3,4.5,4.5,1.6,4.25
1098,sub046,AI,Women Drivers,clarity_ai_wd_05_1,1,4.5,4.5,1.6,4.25
1215,sub046,AI,Young Drivers,clarity_ai_yd_01_1,5,4.5,4.5,1.6,4.25
1332,sub046,AI,Young Drivers,clarity_ai_yd_02_1,1,4.5,4.5,1.6,4.25
1449,sub046,AI,Young Drivers,clarity_ai_yd_03_1,2,4.5,4.5,1.6,4.25
1566,sub046,AI,Young Drivers,clarity_ai_yd_04_1,3,4.5,4.5,1.6,4.25
1683,sub046,AI,Young Drivers,clarity_ai_yd_05_1,2,4.5,4.5,1.6,4.25
1800,sub046,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.5,4.5,1.6,4.25
1917,sub046,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.5,4.5,1.6,4.25
2034,sub046,Human,Migrant Workers,clarity_hum_mw_03_1,2,4.5,4.5,1.6,4.25
2151,sub046,Human,Migrant Workers,clarity_hum_mw_04_1,3,4.5,4.5,1.6,4.25
2268,sub046,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,4.5,1.6,4.25
2385,sub046,Human,Women Drivers,clarity_hum_wd_01_1,4,4.5,4.5,1.6,4.25
2502,sub046,Human,Women Drivers,clarity_hum_wd_02_1,1,4.5,4.5,1.6,4.25
